paper_key,doi,title,source_api,client,client_label,attempt_order,status,elapsed_ms,is_error
doi:10.1038/s41589-022-01142-z,10.1038/s41589-022-01142-z,Structural basis of colibactin activation by the ClbP peptidase.,europe_pmc,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1038/s41589-022-01142-z,10.1038/s41589-022-01142-z,Structural basis of colibactin activation by the ClbP peptidase.,europe_pmc,europe_pmc,Europe PMC,2,success,828.0,False
doi:10.1038/s41589-022-01142-z,10.1038/s41589-022-01142-z,Structural basis of colibactin activation by the ClbP peptidase.,europe_pmc,pmc,PMC,3,not_attempted_after_success,,
doi:10.1038/s41589-022-01142-z,10.1038/s41589-022-01142-z,Structural basis of colibactin activation by the ClbP peptidase.,europe_pmc,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1038/s41589-022-01142-z,10.1038/s41589-022-01142-z,Structural basis of colibactin activation by the ClbP peptidase.,europe_pmc,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1038/s41589-022-01142-z,10.1038/s41589-022-01142-z,Structural basis of colibactin activation by the ClbP peptidase.,europe_pmc,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1002/pro.3214,10.1002/pro.3214,Can the propensity of protein crystallization be increased by using systematic screening with metals?,semantic_scholar,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1002/pro.3214,10.1002/pro.3214,Can the propensity of protein crystallization be increased by using systematic screening with metals?,semantic_scholar,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1002/pro.3214,10.1002/pro.3214,Can the propensity of protein crystallization be increased by using systematic screening with metals?,semantic_scholar,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1002/pro.3214,10.1002/pro.3214,Can the propensity of protein crystallization be increased by using systematic screening with metals?,semantic_scholar,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.1002/pro.3214,10.1002/pro.3214,Can the propensity of protein crystallization be increased by using systematic screening with metals?,semantic_scholar,unpaywall,Unpaywall,5,success,15984.0,False
doi:10.1002/pro.3214,10.1002/pro.3214,Can the propensity of protein crystallization be increased by using systematic screening with metals?,semantic_scholar,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1016/j.jmb.2019.06.019,10.1016/j.jmb.2019.06.019,"Repurposing an Ancient Protein Core Structure: Structural Studies on FmtA, a Novel Esterase of Staphylococcus aureus.",europe_pmc,elsevier,Elsevier,1,success,1187.0,False
doi:10.1016/j.jmb.2019.06.019,10.1016/j.jmb.2019.06.019,"Repurposing an Ancient Protein Core Structure: Structural Studies on FmtA, a Novel Esterase of Staphylococcus aureus.",europe_pmc,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/j.jmb.2019.06.019,10.1016/j.jmb.2019.06.019,"Repurposing an Ancient Protein Core Structure: Structural Studies on FmtA, a Novel Esterase of Staphylococcus aureus.",europe_pmc,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/j.jmb.2019.06.019,10.1016/j.jmb.2019.06.019,"Repurposing an Ancient Protein Core Structure: Structural Studies on FmtA, a Novel Esterase of Staphylococcus aureus.",europe_pmc,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1016/j.jmb.2019.06.019,10.1016/j.jmb.2019.06.019,"Repurposing an Ancient Protein Core Structure: Structural Studies on FmtA, a Novel Esterase of Staphylococcus aureus.",europe_pmc,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/j.jmb.2019.06.019,10.1016/j.jmb.2019.06.019,"Repurposing an Ancient Protein Core Structure: Structural Studies on FmtA, a Novel Esterase of Staphylococcus aureus.",europe_pmc,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1107/s2053230x13033141,10.1107/S2053230X13033141,Introduction to protein crystallization.,semantic_scholar,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1107/s2053230x13033141,10.1107/S2053230X13033141,Introduction to protein crystallization.,semantic_scholar,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1107/s2053230x13033141,10.1107/S2053230X13033141,Introduction to protein crystallization.,semantic_scholar,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1107/s2053230x13033141,10.1107/S2053230X13033141,Introduction to protein crystallization.,semantic_scholar,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.1107/s2053230x13033141,10.1107/S2053230X13033141,Introduction to protein crystallization.,semantic_scholar,unpaywall,Unpaywall,5,success,39875.0,False
doi:10.1107/s2053230x13033141,10.1107/S2053230X13033141,Introduction to protein crystallization.,semantic_scholar,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1016/j.jmb.2012.09.017,10.1016/j.jmb.2012.09.017,Analysis of Structure–Function Relationships in the Colibactin-Maturating Enzyme ClbP,elsevier,elsevier,Elsevier,1,success,1093.0,False
doi:10.1016/j.jmb.2012.09.017,10.1016/j.jmb.2012.09.017,Analysis of Structure–Function Relationships in the Colibactin-Maturating Enzyme ClbP,elsevier,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/j.jmb.2012.09.017,10.1016/j.jmb.2012.09.017,Analysis of Structure–Function Relationships in the Colibactin-Maturating Enzyme ClbP,elsevier,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/j.jmb.2012.09.017,10.1016/j.jmb.2012.09.017,Analysis of Structure–Function Relationships in the Colibactin-Maturating Enzyme ClbP,elsevier,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1016/j.jmb.2012.09.017,10.1016/j.jmb.2012.09.017,Analysis of Structure–Function Relationships in the Colibactin-Maturating Enzyme ClbP,elsevier,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/j.jmb.2012.09.017,10.1016/j.jmb.2012.09.017,Analysis of Structure–Function Relationships in the Colibactin-Maturating Enzyme ClbP,elsevier,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.2210/pdb4gdn/pdb,10.2210/pdb4gdn/pdb,Structure of FmtA-like protein,crossref,elsevier,Elsevier,1,attempted_no_success_unlogged,,
doi:10.2210/pdb4gdn/pdb,10.2210/pdb4gdn/pdb,Structure of FmtA-like protein,crossref,europe_pmc,Europe PMC,2,attempted_no_success_unlogged,,
doi:10.2210/pdb4gdn/pdb,10.2210/pdb4gdn/pdb,Structure of FmtA-like protein,crossref,pmc,PMC,3,attempted_no_success_unlogged,,
doi:10.2210/pdb4gdn/pdb,10.2210/pdb4gdn/pdb,Structure of FmtA-like protein,crossref,semantic_scholar,Semantic Scholar,4,attempted_no_success_unlogged,,
doi:10.2210/pdb4gdn/pdb,10.2210/pdb4gdn/pdb,Structure of FmtA-like protein,crossref,unpaywall,Unpaywall,5,attempted_no_success_unlogged,,
doi:10.2210/pdb4gdn/pdb,10.2210/pdb4gdn/pdb,Structure of FmtA-like protein,crossref,openalex,OpenAlex,6,attempted_no_success_unlogged,,
doi:10.1016/b978-012361776-7/50008-5,10.1016/b978-012361776-7/50008-5,Membrane Protein Crystallization,crossref,elsevier,Elsevier,1,attempted_no_success_unlogged,,
doi:10.1016/b978-012361776-7/50008-5,10.1016/b978-012361776-7/50008-5,Membrane Protein Crystallization,crossref,europe_pmc,Europe PMC,2,attempted_no_success_unlogged,,
doi:10.1016/b978-012361776-7/50008-5,10.1016/b978-012361776-7/50008-5,Membrane Protein Crystallization,crossref,pmc,PMC,3,attempted_no_success_unlogged,,
doi:10.1016/b978-012361776-7/50008-5,10.1016/b978-012361776-7/50008-5,Membrane Protein Crystallization,crossref,semantic_scholar,Semantic Scholar,4,attempted_no_success_unlogged,,
doi:10.1016/b978-012361776-7/50008-5,10.1016/b978-012361776-7/50008-5,Membrane Protein Crystallization,crossref,unpaywall,Unpaywall,5,attempted_no_success_unlogged,,
doi:10.1016/b978-012361776-7/50008-5,10.1016/b978-012361776-7/50008-5,Membrane Protein Crystallization,crossref,openalex,OpenAlex,6,attempted_no_success_unlogged,,
doi:10.1036/1097-8542.yb110194,10.1036/1097-8542.yb110194,Protein crystallization,crossref,elsevier,Elsevier,1,attempted_no_success_unlogged,,
doi:10.1036/1097-8542.yb110194,10.1036/1097-8542.yb110194,Protein crystallization,crossref,europe_pmc,Europe PMC,2,attempted_no_success_unlogged,,
doi:10.1036/1097-8542.yb110194,10.1036/1097-8542.yb110194,Protein crystallization,crossref,pmc,PMC,3,attempted_no_success_unlogged,,
doi:10.1036/1097-8542.yb110194,10.1036/1097-8542.yb110194,Protein crystallization,crossref,semantic_scholar,Semantic Scholar,4,attempted_no_success_unlogged,,
doi:10.1036/1097-8542.yb110194,10.1036/1097-8542.yb110194,Protein crystallization,crossref,unpaywall,Unpaywall,5,attempted_no_success_unlogged,,
doi:10.1036/1097-8542.yb110194,10.1036/1097-8542.yb110194,Protein crystallization,crossref,openalex,OpenAlex,6,attempted_no_success_unlogged,,
doi:10.1186/1471-2180-10-173,10.1186/1471-2180-10-173,Genetic variation in Staphylococcus aureus surface and immune evasion genes is lineage associated: implications for vaccine design and host-pathogen interactions,openalex,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1186/1471-2180-10-173,10.1186/1471-2180-10-173,Genetic variation in Staphylococcus aureus surface and immune evasion genes is lineage associated: implications for vaccine design and host-pathogen interactions,openalex,europe_pmc,Europe PMC,2,success,4828.0,False
doi:10.1186/1471-2180-10-173,10.1186/1471-2180-10-173,Genetic variation in Staphylococcus aureus surface and immune evasion genes is lineage associated: implications for vaccine design and host-pathogen interactions,openalex,pmc,PMC,3,not_attempted_after_success,,
doi:10.1186/1471-2180-10-173,10.1186/1471-2180-10-173,Genetic variation in Staphylococcus aureus surface and immune evasion genes is lineage associated: implications for vaccine design and host-pathogen interactions,openalex,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1186/1471-2180-10-173,10.1186/1471-2180-10-173,Genetic variation in Staphylococcus aureus surface and immune evasion genes is lineage associated: implications for vaccine design and host-pathogen interactions,openalex,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1186/1471-2180-10-173,10.1186/1471-2180-10-173,Genetic variation in Staphylococcus aureus surface and immune evasion genes is lineage associated: implications for vaccine design and host-pathogen interactions,openalex,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.3390/microorganisms9071539,10.3390/microorganisms9071539,Application and Perspectives of MALDI–TOF Mass Spectrometry in Clinical Microbiology Laboratories,openalex,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.3390/microorganisms9071539,10.3390/microorganisms9071539,Application and Perspectives of MALDI–TOF Mass Spectrometry in Clinical Microbiology Laboratories,openalex,europe_pmc,Europe PMC,2,success,4390.0,False
doi:10.3390/microorganisms9071539,10.3390/microorganisms9071539,Application and Perspectives of MALDI–TOF Mass Spectrometry in Clinical Microbiology Laboratories,openalex,pmc,PMC,3,not_attempted_after_success,,
doi:10.3390/microorganisms9071539,10.3390/microorganisms9071539,Application and Perspectives of MALDI–TOF Mass Spectrometry in Clinical Microbiology Laboratories,openalex,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.3390/microorganisms9071539,10.3390/microorganisms9071539,Application and Perspectives of MALDI–TOF Mass Spectrometry in Clinical Microbiology Laboratories,openalex,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.3390/microorganisms9071539,10.3390/microorganisms9071539,Application and Perspectives of MALDI–TOF Mass Spectrometry in Clinical Microbiology Laboratories,openalex,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1101/cshperspect.a025221,10.1101/cshperspect.a025221,β-Lactam Resistance Mechanisms: Gram-Positive Bacteria and Mycobacterium tuberculosis,openalex,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1101/cshperspect.a025221,10.1101/cshperspect.a025221,β-Lactam Resistance Mechanisms: Gram-Positive Bacteria and Mycobacterium tuberculosis,openalex,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1101/cshperspect.a025221,10.1101/cshperspect.a025221,β-Lactam Resistance Mechanisms: Gram-Positive Bacteria and Mycobacterium tuberculosis,openalex,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1101/cshperspect.a025221,10.1101/cshperspect.a025221,β-Lactam Resistance Mechanisms: Gram-Positive Bacteria and Mycobacterium tuberculosis,openalex,semantic_scholar,Semantic Scholar,4,success,54547.0,False
doi:10.1101/cshperspect.a025221,10.1101/cshperspect.a025221,β-Lactam Resistance Mechanisms: Gram-Positive Bacteria and Mycobacterium tuberculosis,openalex,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1101/cshperspect.a025221,10.1101/cshperspect.a025221,β-Lactam Resistance Mechanisms: Gram-Positive Bacteria and Mycobacterium tuberculosis,openalex,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1007/s42250-025-01365-2,10.1007/s42250-025-01365-2,"Antibacterial Efficacy of (N, O)-Linked Cu-MOF: Experimental and Theoretical Insights",scopus,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1007/s42250-025-01365-2,10.1007/s42250-025-01365-2,"Antibacterial Efficacy of (N, O)-Linked Cu-MOF: Experimental and Theoretical Insights",scopus,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1007/s42250-025-01365-2,10.1007/s42250-025-01365-2,"Antibacterial Efficacy of (N, O)-Linked Cu-MOF: Experimental and Theoretical Insights",scopus,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1007/s42250-025-01365-2,10.1007/s42250-025-01365-2,"Antibacterial Efficacy of (N, O)-Linked Cu-MOF: Experimental and Theoretical Insights",scopus,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.1007/s42250-025-01365-2,10.1007/s42250-025-01365-2,"Antibacterial Efficacy of (N, O)-Linked Cu-MOF: Experimental and Theoretical Insights",scopus,unpaywall,Unpaywall,5,attempted_before_success_unlogged,,
doi:10.1007/s42250-025-01365-2,10.1007/s42250-025-01365-2,"Antibacterial Efficacy of (N, O)-Linked Cu-MOF: Experimental and Theoretical Insights",scopus,openalex,OpenAlex,6,success,26719.0,False
doi:10.69857/joapr.v13i3.554,10.69857/joapr.v13i3.554,HARNESSING HYDROGEN-BONDING: ADVANCEMENTS AND APPLICATIONS IN PHARMACEUTICAL CO-CRYSTALLIZATION,scopus,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.69857/joapr.v13i3.554,10.69857/joapr.v13i3.554,HARNESSING HYDROGEN-BONDING: ADVANCEMENTS AND APPLICATIONS IN PHARMACEUTICAL CO-CRYSTALLIZATION,scopus,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.69857/joapr.v13i3.554,10.69857/joapr.v13i3.554,HARNESSING HYDROGEN-BONDING: ADVANCEMENTS AND APPLICATIONS IN PHARMACEUTICAL CO-CRYSTALLIZATION,scopus,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.69857/joapr.v13i3.554,10.69857/joapr.v13i3.554,HARNESSING HYDROGEN-BONDING: ADVANCEMENTS AND APPLICATIONS IN PHARMACEUTICAL CO-CRYSTALLIZATION,scopus,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.69857/joapr.v13i3.554,10.69857/joapr.v13i3.554,HARNESSING HYDROGEN-BONDING: ADVANCEMENTS AND APPLICATIONS IN PHARMACEUTICAL CO-CRYSTALLIZATION,scopus,unpaywall,Unpaywall,5,success,3844.0,False
doi:10.69857/joapr.v13i3.554,10.69857/joapr.v13i3.554,HARNESSING HYDROGEN-BONDING: ADVANCEMENTS AND APPLICATIONS IN PHARMACEUTICAL CO-CRYSTALLIZATION,scopus,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1016/j.bbrc.2025.151358,10.1016/j.bbrc.2025.151358,"Synthesis, molecular dynamics simulation and antimicrobial activity of novel s-triazine clubbed with three different hybrid pharmacophores",scopus,elsevier,Elsevier,1,success,3937.0,False
doi:10.1016/j.bbrc.2025.151358,10.1016/j.bbrc.2025.151358,"Synthesis, molecular dynamics simulation and antimicrobial activity of novel s-triazine clubbed with three different hybrid pharmacophores",scopus,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/j.bbrc.2025.151358,10.1016/j.bbrc.2025.151358,"Synthesis, molecular dynamics simulation and antimicrobial activity of novel s-triazine clubbed with three different hybrid pharmacophores",scopus,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/j.bbrc.2025.151358,10.1016/j.bbrc.2025.151358,"Synthesis, molecular dynamics simulation and antimicrobial activity of novel s-triazine clubbed with three different hybrid pharmacophores",scopus,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1016/j.bbrc.2025.151358,10.1016/j.bbrc.2025.151358,"Synthesis, molecular dynamics simulation and antimicrobial activity of novel s-triazine clubbed with three different hybrid pharmacophores",scopus,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1016/j.bbrc.2025.151358,10.1016/j.bbrc.2025.151358,"Synthesis, molecular dynamics simulation and antimicrobial activity of novel s-triazine clubbed with three different hybrid pharmacophores",scopus,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1128/mbio.02337-25,10.1128/mbio.02337-25,The Staphylococcus aureus esterase FmtA is essential for wall teichoic acid D-alanylation.,europe_pmc,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1128/mbio.02337-25,10.1128/mbio.02337-25,The Staphylococcus aureus esterase FmtA is essential for wall teichoic acid D-alanylation.,europe_pmc,europe_pmc,Europe PMC,2,success,6734.0,False
doi:10.1128/mbio.02337-25,10.1128/mbio.02337-25,The Staphylococcus aureus esterase FmtA is essential for wall teichoic acid D-alanylation.,europe_pmc,pmc,PMC,3,not_attempted_after_success,,
doi:10.1128/mbio.02337-25,10.1128/mbio.02337-25,The Staphylococcus aureus esterase FmtA is essential for wall teichoic acid D-alanylation.,europe_pmc,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1128/mbio.02337-25,10.1128/mbio.02337-25,The Staphylococcus aureus esterase FmtA is essential for wall teichoic acid D-alanylation.,europe_pmc,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1128/mbio.02337-25,10.1128/mbio.02337-25,The Staphylococcus aureus esterase FmtA is essential for wall teichoic acid D-alanylation.,europe_pmc,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1038/s44259-025-00131-1,10.1038/s44259-025-00131-1,Enhanced resistance of metal sequestering agents by reconfiguration of the Staphylococcus aureus cell wall.,europe_pmc,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1038/s44259-025-00131-1,10.1038/s44259-025-00131-1,Enhanced resistance of metal sequestering agents by reconfiguration of the Staphylococcus aureus cell wall.,europe_pmc,europe_pmc,Europe PMC,2,success,3734.0,False
doi:10.1038/s44259-025-00131-1,10.1038/s44259-025-00131-1,Enhanced resistance of metal sequestering agents by reconfiguration of the Staphylococcus aureus cell wall.,europe_pmc,pmc,PMC,3,not_attempted_after_success,,
doi:10.1038/s44259-025-00131-1,10.1038/s44259-025-00131-1,Enhanced resistance of metal sequestering agents by reconfiguration of the Staphylococcus aureus cell wall.,europe_pmc,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.1038/s44259-025-00131-1,10.1038/s44259-025-00131-1,Enhanced resistance of metal sequestering agents by reconfiguration of the Staphylococcus aureus cell wall.,europe_pmc,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.1038/s44259-025-00131-1,10.1038/s44259-025-00131-1,Enhanced resistance of metal sequestering agents by reconfiguration of the Staphylococcus aureus cell wall.,europe_pmc,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.3390/applmicrobiol5010032,10.3390/applmicrobiol5010032,"Gallium Resistance in Staphylococcus aureus : Polymorphisms and Morphology Impacting Growth in Metals, Antibiotics and Polyfluorinated Compounds.",europe_pmc,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.3390/applmicrobiol5010032,10.3390/applmicrobiol5010032,"Gallium Resistance in Staphylococcus aureus : Polymorphisms and Morphology Impacting Growth in Metals, Antibiotics and Polyfluorinated Compounds.",europe_pmc,europe_pmc,Europe PMC,2,success,5734.0,False
doi:10.3390/applmicrobiol5010032,10.3390/applmicrobiol5010032,"Gallium Resistance in Staphylococcus aureus : Polymorphisms and Morphology Impacting Growth in Metals, Antibiotics and Polyfluorinated Compounds.",europe_pmc,pmc,PMC,3,not_attempted_after_success,,
doi:10.3390/applmicrobiol5010032,10.3390/applmicrobiol5010032,"Gallium Resistance in Staphylococcus aureus : Polymorphisms and Morphology Impacting Growth in Metals, Antibiotics and Polyfluorinated Compounds.",europe_pmc,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
doi:10.3390/applmicrobiol5010032,10.3390/applmicrobiol5010032,"Gallium Resistance in Staphylococcus aureus : Polymorphisms and Morphology Impacting Growth in Metals, Antibiotics and Polyfluorinated Compounds.",europe_pmc,unpaywall,Unpaywall,5,not_attempted_after_success,,
doi:10.3390/applmicrobiol5010032,10.3390/applmicrobiol5010032,"Gallium Resistance in Staphylococcus aureus : Polymorphisms and Morphology Impacting Growth in Metals, Antibiotics and Polyfluorinated Compounds.",europe_pmc,openalex,OpenAlex,6,not_attempted_after_success,,
doi:10.1007/s10930-020-09953-6,10.1007/s10930-020-09953-6,"Structure-Based Identification of Potential Drugs Against FmtA of Staphylococcus aureus: Virtual Screening, Molecular Dynamics, MM-GBSA, and QM/MM",openalex,elsevier,Elsevier,1,attempted_before_success_unlogged,,
doi:10.1007/s10930-020-09953-6,10.1007/s10930-020-09953-6,"Structure-Based Identification of Potential Drugs Against FmtA of Staphylococcus aureus: Virtual Screening, Molecular Dynamics, MM-GBSA, and QM/MM",openalex,europe_pmc,Europe PMC,2,attempted_before_success_unlogged,,
doi:10.1007/s10930-020-09953-6,10.1007/s10930-020-09953-6,"Structure-Based Identification of Potential Drugs Against FmtA of Staphylococcus aureus: Virtual Screening, Molecular Dynamics, MM-GBSA, and QM/MM",openalex,pmc,PMC,3,attempted_before_success_unlogged,,
doi:10.1007/s10930-020-09953-6,10.1007/s10930-020-09953-6,"Structure-Based Identification of Potential Drugs Against FmtA of Staphylococcus aureus: Virtual Screening, Molecular Dynamics, MM-GBSA, and QM/MM",openalex,semantic_scholar,Semantic Scholar,4,attempted_before_success_unlogged,,
doi:10.1007/s10930-020-09953-6,10.1007/s10930-020-09953-6,"Structure-Based Identification of Potential Drugs Against FmtA of Staphylococcus aureus: Virtual Screening, Molecular Dynamics, MM-GBSA, and QM/MM",openalex,unpaywall,Unpaywall,5,attempted_before_success_unlogged,,
doi:10.1007/s10930-020-09953-6,10.1007/s10930-020-09953-6,"Structure-Based Identification of Potential Drugs Against FmtA of Staphylococcus aureus: Virtual Screening, Molecular Dynamics, MM-GBSA, and QM/MM",openalex,openalex,OpenAlex,6,success,39875.0,False
doi:10.2210/pdb5zh8/pdb,10.2210/PDB5ZH8/PDB,Crystal Structure of FmtA from Staphylococcus aureus at 2.58 A,semantic_scholar,elsevier,Elsevier,1,attempted_no_success_unlogged,,
doi:10.2210/pdb5zh8/pdb,10.2210/PDB5ZH8/PDB,Crystal Structure of FmtA from Staphylococcus aureus at 2.58 A,semantic_scholar,europe_pmc,Europe PMC,2,attempted_no_success_unlogged,,
doi:10.2210/pdb5zh8/pdb,10.2210/PDB5ZH8/PDB,Crystal Structure of FmtA from Staphylococcus aureus at 2.58 A,semantic_scholar,pmc,PMC,3,attempted_no_success_unlogged,,
doi:10.2210/pdb5zh8/pdb,10.2210/PDB5ZH8/PDB,Crystal Structure of FmtA from Staphylococcus aureus at 2.58 A,semantic_scholar,semantic_scholar,Semantic Scholar,4,attempted_no_success_unlogged,,
doi:10.2210/pdb5zh8/pdb,10.2210/PDB5ZH8/PDB,Crystal Structure of FmtA from Staphylococcus aureus at 2.58 A,semantic_scholar,unpaywall,Unpaywall,5,attempted_no_success_unlogged,,
doi:10.2210/pdb5zh8/pdb,10.2210/PDB5ZH8/PDB,Crystal Structure of FmtA from Staphylococcus aureus at 2.58 A,semantic_scholar,openalex,OpenAlex,6,attempted_no_success_unlogged,,
doi:10.1016/j.amolm.2025.100076,10.1016/j.amolm.2025.100076,Antibacterial potential of Trichoderma bioactive metabolites in managing Staphylococcus aureus infection: Integrated molecular modeling approaches,elsevier,elsevier,Elsevier,1,success,3843.0,False
doi:10.1016/j.amolm.2025.100076,10.1016/j.amolm.2025.100076,Antibacterial potential of Trichoderma bioactive metabolites in managing Staphylococcus aureus infection: Integrated molecular modeling approaches,elsevier,europe_pmc,Europe PMC,2,not_attempted_after_success,,
doi:10.1016/j.amolm.2025.100076,10.1016/j.amolm.2025.100076,Antibacterial potential of Trichoderma bioactive metabolites in managing Staphylococcus aureus infection: Integrated molecular modeling approaches,elsevier,pmc,PMC,3,not_attempted_after_success,,
doi:10.1016/j.amolm.2025.100076,10.1016/j.amolm.2025.100076,Antibacterial potential of Trichoderma bioactive metabolites in managing Staphylococcus aureus infection: Integrated molecular modeling approaches,elsevier,semantic_scholar,Semantic Scholar,4,not_attempted_after_success,,
